"","Date","Category","Rate_Cat","Layer","Label","WeekNo","EndDate","Rate_Ref","Order"
"40",2020-03-07,"WhiteNL",57.1428571428571,"Cases","Race",9,2020-03-07,33.4801309151327,14
"41",2020-03-07,"WhiteNL",0,"Deaths","Race",9,2020-03-07,33.4801309151327,14
"42",2020-03-07,"WhiteNL",47.3684210526316,"Hospitalizations","Race",9,2020-03-07,33.4801309151327,14
"43",2020-03-07,"OthRaceNL",0,"Cases","Race",9,2020-03-07,2.31762992681032,15
"44",2020-03-07,"OthRaceNL",0,"Deaths","Race",9,2020-03-07,2.31762992681032,15
"45",2020-03-07,"OthRaceNL",0,"Hospitalizations","Race",9,2020-03-07,2.31762992681032,15
"46",2020-03-07,"UnkAge",0,"Cases","Age",9,2020-03-07,0,0
"47",2020-03-07,"UnkGend",0,"Cases","Gender",9,2020-03-07,0,0
"48",2020-03-07,"UnkRace",0,"Cases","Race",9,2020-03-07,0,0
"49",2020-03-07,"UnkAge",0,"Deaths","Age",9,2020-03-07,0,0
"50",2020-03-07,"UnkGend",0,"Deaths","Gender",9,2020-03-07,0,0
"51",2020-03-07,"UnkRace",0,"Deaths","Race",9,2020-03-07,0,0
"52",2020-03-07,"UnkAge",0,"Hospitalizations","Age",9,2020-03-07,0,0
"53",2020-03-07,"UnkGend",0,"Hospitalizations","Gender",9,2020-03-07,0,0
"54",2020-03-07,"UnkRace",0,"Hospitalizations","Race",9,2020-03-07,0,0
"55",2020-03-14,"Age0_17",3.2520325203252,"Cases","Age",10,2020-03-14,20.6173887575869,1
"56",2020-03-14,"Age0_17",0,"Deaths","Age",10,2020-03-14,20.6173887575869,1
"57",2020-03-14,"Age0_17",0,"Hospitalizations","Age",10,2020-03-14,20.6173887575869,1
"58",2020-03-14,"Age18_29",20.3252032520325,"Cases","Age",10,2020-03-14,19.5544178660477,2
"59",2020-03-14,"Age18_29",0,"Deaths","Age",10,2020-03-14,19.5544178660477,2
"60",2020-03-14,"Age18_29",3.07692307692308,"Hospitalizations","Age",10,2020-03-14,19.5544178660477,2
"61",2020-03-14,"Age30_39",20.3252032520325,"Cases","Age",10,2020-03-14,17.4204581435723,3
"62",2020-03-14,"Age30_39",0,"Deaths","Age",10,2020-03-14,17.4204581435723,3
"63",2020-03-14,"Age30_39",10.7692307692308,"Hospitalizations","Age",10,2020-03-14,17.4204581435723,3
"64",2020-03-14,"Age40_49",17.8861788617886,"Cases","Age",10,2020-03-14,12.6289598319796,4
"65",2020-03-14,"Age40_49",0,"Deaths","Age",10,2020-03-14,12.6289598319796,4
"66",2020-03-14,"Age40_49",16.9230769230769,"Hospitalizations","Age",10,2020-03-14,12.6289598319796,4
"67",2020-03-14,"Age50_59",16.260162601626,"Cases","Age",10,2020-03-14,10.9453781590588,5
"68",2020-03-14,"Age50_59",0,"Deaths","Age",10,2020-03-14,10.9453781590588,5
"69",2020-03-14,"Age50_59",16.9230769230769,"Hospitalizations","Age",10,2020-03-14,10.9453781590588,5
"70",2020-03-14,"Age60_69",11.3821138211382,"Cases","Age",10,2020-03-14,9.68867751884865,6
"71",2020-03-14,"Age60_69",0,"Deaths","Age",10,2020-03-14,9.68867751884865,6
"72",2020-03-14,"Age60_69",21.5384615384615,"Hospitalizations","Age",10,2020-03-14,9.68867751884865,6
"73",2020-03-14,"Age70_79",8.13008130081301,"Cases","Age",10,2020-03-14,5.85717896968736,7
"74",2020-03-14,"Age70_79",0,"Deaths","Age",10,2020-03-14,5.85717896968736,7
"75",2020-03-14,"Age70_79",21.5384615384615,"Hospitalizations","Age",10,2020-03-14,5.85717896968736,7
"76",2020-03-14,"Age80Pl",2.4390243902439,"Cases","Age",10,2020-03-14,3.28754075321859,8
"77",2020-03-14,"Age80Pl",0,"Deaths","Age",10,2020-03-14,3.28754075321859,8
"78",2020-03-14,"Age80Pl",9.23076923076923,"Hospitalizations","Age",10,2020-03-14,3.28754075321859,8
"79",2020-03-14,"Female",42.2764227642276,"Cases","Gender",10,2020-03-14,51.319563512288,9
"80",2020-03-14,"Female",0,"Deaths","Gender",10,2020-03-14,51.319563512288,9
"81",2020-03-14,"Female",47.6923076923077,"Hospitalizations","Gender",10,2020-03-14,51.319563512288,9
"82",2020-03-14,"Male",57.7235772357724,"Cases","Gender",10,2020-03-14,48.680436487712,10
"83",2020-03-14,"Male",0,"Deaths","Gender",10,2020-03-14,48.680436487712,10
"84",2020-03-14,"Male",52.3076923076923,"Hospitalizations","Gender",10,2020-03-14,48.680436487712,10
"85",2020-03-14,"Latinx",10.5691056910569,"Cases","Race",10,2020-03-14,28.8159545115572,11
"86",2020-03-14,"Latinx",0,"Deaths","Race",10,2020-03-14,28.8159545115572,11
"87",2020-03-14,"Latinx",12.3076923076923,"Hospitalizations","Race",10,2020-03-14,28.8159545115572,11
"88",2020-03-14,"AsianNL",4.8780487804878,"Cases","Race",10,2020-03-14,6.85860475233662,12
"89",2020-03-14,"AsianNL",0,"Deaths","Race",10,2020-03-14,6.85860475233662,12
"90",2020-03-14,"AsianNL",1.53846153846154,"Hospitalizations","Race",10,2020-03-14,6.85860475233662,12
"91",2020-03-14,"BlackNL",21.9512195121951,"Cases","Race",10,2020-03-14,28.5276798941632,13
"92",2020-03-14,"BlackNL",0,"Deaths","Race",10,2020-03-14,28.5276798941632,13
"93",2020-03-14,"BlackNL",50.7692307692308,"Hospitalizations","Race",10,2020-03-14,28.5276798941632,13
"94",2020-03-14,"WhiteNL",58.5365853658537,"Cases","Race",10,2020-03-14,33.4801309151327,14
"95",2020-03-14,"WhiteNL",0,"Deaths","Race",10,2020-03-14,33.4801309151327,14
"96",2020-03-14,"WhiteNL",33.8461538461538,"Hospitalizations","Race",10,2020-03-14,33.4801309151327,14
"97",2020-03-14,"OthRaceNL",1.6260162601626,"Cases","Race",10,2020-03-14,2.31762992681032,15
"98",2020-03-14,"OthRaceNL",0,"Deaths","Race",10,2020-03-14,2.31762992681032,15
"99",2020-03-14,"OthRaceNL",1.53846153846154,"Hospitalizations","Race",10,2020-03-14,2.31762992681032,15
"100",2020-03-14,"UnkAge",0,"Cases","Age",10,2020-03-14,0,0
"101",2020-03-14,"UnkGend",0,"Cases","Gender",10,2020-03-14,0,0
"102",2020-03-14,"UnkRace",2.4390243902439,"Cases","Race",10,2020-03-14,0,0
"103",2020-03-14,"UnkAge",0,"Deaths","Age",10,2020-03-14,0,0
"104",2020-03-14,"UnkGend",0,"Deaths","Gender",10,2020-03-14,0,0
"105",2020-03-14,"UnkRace",0,"Deaths","Race",10,2020-03-14,0,0
"106",2020-03-14,"UnkAge",0,"Hospitalizations","Age",10,2020-03-14,0,0
"107",2020-03-14,"UnkGend",0,"Hospitalizations","Gender",10,2020-03-14,0,0
"108",2020-03-14,"UnkRace",0,"Hospitalizations","Race",10,2020-03-14,0,0
"109",2020-03-21,"Age0_17",1.45379023883697,"Cases","Age",11,2020-03-21,20.6173887575869,1
"110",2020-03-21,"Age0_17",0,"Deaths","Age",11,2020-03-21,20.6173887575869,1
"111",2020-03-21,"Age0_17",0,"Hospitalizations","Age",11,2020-03-21,20.6173887575869,1
"112",2020-03-21,"Age18_29",16.926272066459,"Cases","Age",11,2020-03-21,19.5544178660477,2
"113",2020-03-21,"Age18_29",0,"Deaths","Age",11,2020-03-21,19.5544178660477,2
"114",2020-03-21,"Age18_29",4.79233226837061,"Hospitalizations","Age",11,2020-03-21,19.5544178660477,2
"115",2020-03-21,"Age30_39",20.8722741433022,"Cases","Age",11,2020-03-21,17.4204581435723,3
"116",2020-03-21,"Age30_39",0,"Deaths","Age",11,2020-03-21,17.4204581435723,3
"117",2020-03-21,"Age30_39",7.3482428115016,"Hospitalizations","Age",11,2020-03-21,17.4204581435723,3
"118",2020-03-21,"Age40_49",20.1453790238837,"Cases","Age",11,2020-03-21,12.6289598319796,4
"119",2020-03-21,"Age40_49",0,"Deaths","Age",11,2020-03-21,12.6289598319796,4
"120",2020-03-21,"Age40_49",15.6549520766773,"Hospitalizations","Age",11,2020-03-21,12.6289598319796,4
"121",2020-03-21,"Age50_59",16.926272066459,"Cases","Age",11,2020-03-21,10.9453781590588,5
"122",2020-03-21,"Age50_59",14.2857142857143,"Deaths","Age",11,2020-03-21,10.9453781590588,5
"123",2020-03-21,"Age50_59",22.0447284345048,"Hospitalizations","Age",11,2020-03-21,10.9453781590588,5
"124",2020-03-21,"Age60_69",12.8764278296989,"Cases","Age",11,2020-03-21,9.68867751884865,6
"125",2020-03-21,"Age60_69",28.5714285714286,"Deaths","Age",11,2020-03-21,9.68867751884865,6
"126",2020-03-21,"Age60_69",21.7252396166134,"Hospitalizations","Age",11,2020-03-21,9.68867751884865,6
"127",2020-03-21,"Age70_79",7.99584631360332,"Cases","Age",11,2020-03-21,5.85717896968736,7
"128",2020-03-21,"Age70_79",14.2857142857143,"Deaths","Age",11,2020-03-21,5.85717896968736,7
"129",2020-03-21,"Age70_79",21.0862619808307,"Hospitalizations","Age",11,2020-03-21,5.85717896968736,7
"130",2020-03-21,"Age80Pl",2.80373831775701,"Cases","Age",11,2020-03-21,3.28754075321859,8
"131",2020-03-21,"Age80Pl",42.8571428571429,"Deaths","Age",11,2020-03-21,3.28754075321859,8
"132",2020-03-21,"Age80Pl",7.3482428115016,"Hospitalizations","Age",11,2020-03-21,3.28754075321859,8
"133",2020-03-21,"Female",44.7559709241952,"Cases","Gender",11,2020-03-21,51.319563512288,9
"134",2020-03-21,"Female",42.8571428571429,"Deaths","Gender",11,2020-03-21,51.319563512288,9
"135",2020-03-21,"Female",38.3386581469649,"Hospitalizations","Gender",11,2020-03-21,51.319563512288,9
"136",2020-03-21,"Male",55.2440290758048,"Cases","Gender",11,2020-03-21,48.680436487712,10
"137",2020-03-21,"Male",57.1428571428571,"Deaths","Gender",11,2020-03-21,48.680436487712,10
"138",2020-03-21,"Male",61.6613418530351,"Hospitalizations","Gender",11,2020-03-21,48.680436487712,10
"139",2020-03-21,"Latinx",12.7725856697819,"Cases","Race",11,2020-03-21,28.8159545115572,11
"140",2020-03-21,"Latinx",0,"Deaths","Race",11,2020-03-21,28.8159545115572,11
"141",2020-03-21,"Latinx",14.6964856230032,"Hospitalizations","Race",11,2020-03-21,28.8159545115572,11
"142",2020-03-21,"AsianNL",5.19210799584631,"Cases","Race",11,2020-03-21,6.85860475233662,12
"143",2020-03-21,"AsianNL",0,"Deaths","Race",11,2020-03-21,6.85860475233662,12
"144",2020-03-21,"AsianNL",3.83386581469649,"Hospitalizations","Race",11,2020-03-21,6.85860475233662,12
"145",2020-03-21,"BlackNL",40.2907580477674,"Cases","Race",11,2020-03-21,28.5276798941632,13
"146",2020-03-21,"BlackNL",85.7142857142857,"Deaths","Race",11,2020-03-21,28.5276798941632,13
"147",2020-03-21,"BlackNL",59.4249201277955,"Hospitalizations","Race",11,2020-03-21,28.5276798941632,13
"148",2020-03-21,"WhiteNL",36.9678089304258,"Cases","Race",11,2020-03-21,33.4801309151327,14
"149",2020-03-21,"WhiteNL",14.2857142857143,"Deaths","Race",11,2020-03-21,33.4801309151327,14
"150",2020-03-21,"WhiteNL",20.7667731629393,"Hospitalizations","Race",11,2020-03-21,33.4801309151327,14
"151",2020-03-21,"OthRaceNL",2.28452751817238,"Cases","Race",11,2020-03-21,2.31762992681032,15
"152",2020-03-21,"OthRaceNL",0,"Deaths","Race",11,2020-03-21,2.31762992681032,15
"153",2020-03-21,"OthRaceNL",1.2779552715655,"Hospitalizations","Race",11,2020-03-21,2.31762992681032,15
"154",2020-03-21,"UnkAge",0,"Cases","Age",11,2020-03-21,0,0
"155",2020-03-21,"UnkGend",0,"Cases","Gender",11,2020-03-21,0,0
"156",2020-03-21,"UnkRace",2.49221183800623,"Cases","Race",11,2020-03-21,0,0
"157",2020-03-21,"UnkAge",0,"Deaths","Age",11,2020-03-21,0,0
"158",2020-03-21,"UnkGend",0,"Deaths","Gender",11,2020-03-21,0,0
"159",2020-03-21,"UnkRace",0,"Deaths","Race",11,2020-03-21,0,0
"160",2020-03-21,"UnkAge",0,"Hospitalizations","Age",11,2020-03-21,0,0
"161",2020-03-21,"UnkGend",0,"Hospitalizations","Gender",11,2020-03-21,0,0
"162",2020-03-21,"UnkRace",0,"Hospitalizations","Race",11,2020-03-21,0,0
"163",2020-03-28,"Age0_17",1.09272556977833,"Cases","Age",12,2020-03-28,20.6173887575869,1
"164",2020-03-28,"Age0_17",3.03030303030303,"Deaths","Age",12,2020-03-28,20.6173887575869,1
"165",2020-03-28,"Age0_17",0.437445319335083,"Hospitalizations","Age",12,2020-03-28,20.6173887575869,1
"166",2020-03-28,"Age18_29",14.8922884795504,"Cases","Age",12,2020-03-28,19.5544178660477,2
"167",2020-03-28,"Age18_29",3.03030303030303,"Deaths","Age",12,2020-03-28,19.5544178660477,2
"168",2020-03-28,"Age18_29",4.37445319335083,"Hospitalizations","Age",12,2020-03-28,19.5544178660477,2
"169",2020-03-28,"Age30_39",19.0446456447081,"Cases","Age",12,2020-03-28,17.4204581435723,3
"170",2020-03-28,"Age30_39",3.03030303030303,"Deaths","Age",12,2020-03-28,17.4204581435723,3
"171",2020-03-28,"Age30_39",8.9238845144357,"Hospitalizations","Age",12,2020-03-28,17.4204581435723,3
"172",2020-03-28,"Age40_49",18.9822041835779,"Cases","Age",12,2020-03-28,12.6289598319796,4
"173",2020-03-28,"Age40_49",6.06060606060606,"Deaths","Age",12,2020-03-28,12.6289598319796,4
"174",2020-03-28,"Age40_49",15.0481189851269,"Hospitalizations","Age",12,2020-03-28,12.6289598319796,4
"175",2020-03-28,"Age50_59",19.8876053699657,"Cases","Age",12,2020-03-28,10.9453781590588,5
"176",2020-03-28,"Age50_59",18.1818181818182,"Deaths","Age",12,2020-03-28,10.9453781590588,5
"177",2020-03-28,"Age50_59",21.9597550306212,"Hospitalizations","Age",12,2020-03-28,10.9453781590588,5
"178",2020-03-28,"Age60_69",12.8629409928192,"Cases","Age",12,2020-03-28,9.68867751884865,6
"179",2020-03-28,"Age60_69",24.2424242424242,"Deaths","Age",12,2020-03-28,9.68867751884865,6
"180",2020-03-28,"Age60_69",19.3350831146107,"Hospitalizations","Age",12,2020-03-28,9.68867751884865,6
"181",2020-03-28,"Age70_79",9.24133624726819,"Cases","Age",12,2020-03-28,5.85717896968736,7
"182",2020-03-28,"Age70_79",21.2121212121212,"Deaths","Age",12,2020-03-28,5.85717896968736,7
"183",2020-03-28,"Age70_79",19.4225721784777,"Hospitalizations","Age",12,2020-03-28,5.85717896968736,7
"184",2020-03-28,"Age80Pl",3.99625351233219,"Cases","Age",12,2020-03-28,3.28754075321859,8
"185",2020-03-28,"Age80Pl",21.2121212121212,"Deaths","Age",12,2020-03-28,3.28754075321859,8
"186",2020-03-28,"Age80Pl",10.498687664042,"Hospitalizations","Age",12,2020-03-28,3.28754075321859,8
"187",2020-03-28,"Female",46.9559787699032,"Cases","Gender",12,2020-03-28,51.319563512288,9
"188",2020-03-28,"Female",30.3030303030303,"Deaths","Gender",12,2020-03-28,51.319563512288,9
"189",2020-03-28,"Female",44.4444444444444,"Hospitalizations","Gender",12,2020-03-28,51.319563512288,9
"190",2020-03-28,"Male",53.0440212300968,"Cases","Gender",12,2020-03-28,48.680436487712,10
"191",2020-03-28,"Male",69.6969696969697,"Deaths","Gender",12,2020-03-28,48.680436487712,10
"192",2020-03-28,"Male",55.5555555555556,"Hospitalizations","Gender",12,2020-03-28,48.680436487712,10
"193",2020-03-28,"Latinx",15.3605994380269,"Cases","Race",12,2020-03-28,28.8159545115572,11
"194",2020-03-28,"Latinx",15.1515151515152,"Deaths","Race",12,2020-03-28,28.8159545115572,11
"195",2020-03-28,"Latinx",15.2230971128609,"Hospitalizations","Race",12,2020-03-28,28.8159545115572,11
"196",2020-03-28,"AsianNL",3.96503278176709,"Cases","Race",12,2020-03-28,6.85860475233662,12
"197",2020-03-28,"AsianNL",3.03030303030303,"Deaths","Race",12,2020-03-28,6.85860475233662,12
"198",2020-03-28,"AsianNL",2.88713910761155,"Hospitalizations","Race",12,2020-03-28,6.85860475233662,12
"199",2020-03-28,"BlackNL",47.3618482672494,"Cases","Race",12,2020-03-28,28.5276798941632,13
"200",2020-03-28,"BlackNL",63.6363636363636,"Deaths","Race",12,2020-03-28,28.5276798941632,13
"201",2020-03-28,"BlackNL",64.8293963254593,"Hospitalizations","Race",12,2020-03-28,28.5276798941632,13
"202",2020-03-28,"WhiteNL",27.4118014361536,"Cases","Race",12,2020-03-28,33.4801309151327,14
"203",2020-03-28,"WhiteNL",15.1515151515152,"Deaths","Race",12,2020-03-28,33.4801309151327,14
"204",2020-03-28,"WhiteNL",14.0857392825897,"Hospitalizations","Race",12,2020-03-28,33.4801309151327,14
"205",2020-03-28,"OthRaceNL",3.05963159537933,"Cases","Race",12,2020-03-28,2.31762992681032,15
"206",2020-03-28,"OthRaceNL",3.03030303030303,"Deaths","Race",12,2020-03-28,2.31762992681032,15
"207",2020-03-28,"OthRaceNL",2.79965004374453,"Hospitalizations","Race",12,2020-03-28,2.31762992681032,15
"208",2020-03-28,"UnkAge",0,"Cases","Age",12,2020-03-28,0,0
"209",2020-03-28,"UnkGend",0,"Cases","Gender",12,2020-03-28,0,0
"210",2020-03-28,"UnkRace",2.84108648142367,"Cases","Race",12,2020-03-28,0,0
"211",2020-03-28,"UnkAge",0,"Deaths","Age",12,2020-03-28,0,0
"212",2020-03-28,"UnkGend",0,"Deaths","Gender",12,2020-03-28,0,0
"213",2020-03-28,"UnkRace",0,"Deaths","Race",12,2020-03-28,0,0
"214",2020-03-28,"UnkAge",0,"Hospitalizations","Age",12,2020-03-28,0,0
"215",2020-03-28,"UnkGend",0,"Hospitalizations","Gender",12,2020-03-28,0,0
"216",2020-03-28,"UnkRace",0.174978127734033,"Hospitalizations","Race",12,2020-03-28,0,0
"217",2020-04-04,"Age0_17",0.966420966420966,"Cases","Age",13,2020-04-04,20.6173887575869,1
"218",2020-04-04,"Age0_17",0.602409638554217,"Deaths","Age",13,2020-04-04,20.6173887575869,1
"219",2020-04-04,"Age0_17",0.486295313881521,"Hospitalizations","Age",13,2020-04-04,20.6173887575869,1
"220",2020-04-04,"Age18_29",13.7264537264537,"Cases","Age",13,2020-04-04,19.5544178660477,2
"221",2020-04-04,"Age18_29",1.20481927710843,"Deaths","Age",13,2020-04-04,19.5544178660477,2
"222",2020-04-04,"Age18_29",4.19982316534041,"Hospitalizations","Age",13,2020-04-04,19.5544178660477,2
"223",2020-04-04,"Age30_39",17.6904176904177,"Cases","Age",13,2020-04-04,17.4204581435723,3
"224",2020-04-04,"Age30_39",2.40963855421687,"Deaths","Age",13,2020-04-04,17.4204581435723,3
"225",2020-04-04,"Age30_39",8.26702033598585,"Hospitalizations","Age",13,2020-04-04,17.4204581435723,3
"226",2020-04-04,"Age40_49",18.8370188370188,"Cases","Age",13,2020-04-04,12.6289598319796,4
"227",2020-04-04,"Age40_49",9.03614457831325,"Deaths","Age",13,2020-04-04,12.6289598319796,4
"228",2020-04-04,"Age40_49",14.9425287356322,"Hospitalizations","Age",13,2020-04-04,12.6289598319796,4
"229",2020-04-04,"Age50_59",19.6723996723997,"Cases","Age",13,2020-04-04,10.9453781590588,5
"230",2020-04-04,"Age50_59",13.2530120481928,"Deaths","Age",13,2020-04-04,10.9453781590588,5
"231",2020-04-04,"Age50_59",20.7780725022104,"Hospitalizations","Age",13,2020-04-04,10.9453781590588,5
"232",2020-04-04,"Age60_69",14.4307944307944,"Cases","Age",13,2020-04-04,9.68867751884865,6
"233",2020-04-04,"Age60_69",18.0722891566265,"Deaths","Age",13,2020-04-04,9.68867751884865,6
"234",2020-04-04,"Age60_69",20.9549071618037,"Hospitalizations","Age",13,2020-04-04,9.68867751884865,6
"235",2020-04-04,"Age70_79",9.35298935298935,"Cases","Age",13,2020-04-04,5.85717896968736,7
"236",2020-04-04,"Age70_79",27.710843373494,"Deaths","Age",13,2020-04-04,5.85717896968736,7
"237",2020-04-04,"Age70_79",18.5676392572944,"Hospitalizations","Age",13,2020-04-04,5.85717896968736,7
"238",2020-04-04,"Age80Pl",5.32350532350532,"Cases","Age",13,2020-04-04,3.28754075321859,8
"239",2020-04-04,"Age80Pl",27.710843373494,"Deaths","Age",13,2020-04-04,3.28754075321859,8
"240",2020-04-04,"Age80Pl",11.8037135278515,"Hospitalizations","Age",13,2020-04-04,3.28754075321859,8
"241",2020-04-04,"Female",48.6814086814087,"Cases","Gender",13,2020-04-04,51.319563512288,9
"242",2020-04-04,"Female",38.5542168674699,"Deaths","Gender",13,2020-04-04,51.319563512288,9
"243",2020-04-04,"Female",44.4297082228117,"Hospitalizations","Gender",13,2020-04-04,51.319563512288,9
"244",2020-04-04,"Male",51.3185913185913,"Cases","Gender",13,2020-04-04,48.680436487712,10
"245",2020-04-04,"Male",61.4457831325301,"Deaths","Gender",13,2020-04-04,48.680436487712,10
"246",2020-04-04,"Male",55.5702917771883,"Hospitalizations","Gender",13,2020-04-04,48.680436487712,10
"247",2020-04-04,"Latinx",18.7059787059787,"Cases","Race",13,2020-04-04,28.8159545115572,11
"248",2020-04-04,"Latinx",13.855421686747,"Deaths","Race",13,2020-04-04,28.8159545115572,11
"249",2020-04-04,"Latinx",17.8603006189213,"Hospitalizations","Race",13,2020-04-04,28.8159545115572,11
"250",2020-04-04,"AsianNL",4.11138411138411,"Cases","Race",13,2020-04-04,6.85860475233662,12
"251",2020-04-04,"AsianNL",4.21686746987952,"Deaths","Race",13,2020-04-04,6.85860475233662,12
"252",2020-04-04,"AsianNL",2.82935455349248,"Hospitalizations","Race",13,2020-04-04,6.85860475233662,12
"253",2020-04-04,"BlackNL",48.042588042588,"Cases","Race",13,2020-04-04,28.5276798941632,13
"254",2020-04-04,"BlackNL",70.4819277108434,"Deaths","Race",13,2020-04-04,28.5276798941632,13
"255",2020-04-04,"BlackNL",62.2015915119363,"Hospitalizations","Race",13,2020-04-04,28.5276798941632,13
"256",2020-04-04,"WhiteNL",22.1294021294021,"Cases","Race",13,2020-04-04,33.4801309151327,14
"257",2020-04-04,"WhiteNL",10.2409638554217,"Deaths","Race",13,2020-04-04,33.4801309151327,14
"258",2020-04-04,"WhiteNL",13.3510167992927,"Hospitalizations","Race",13,2020-04-04,33.4801309151327,14
"259",2020-04-04,"OthRaceNL",3.24324324324324,"Cases","Race",13,2020-04-04,2.31762992681032,15
"260",2020-04-04,"OthRaceNL",1.20481927710843,"Deaths","Race",13,2020-04-04,2.31762992681032,15
"261",2020-04-04,"OthRaceNL",3.22723253757737,"Hospitalizations","Race",13,2020-04-04,2.31762992681032,15
"262",2020-04-04,"UnkAge",0,"Cases","Age",13,2020-04-04,0,0
"263",2020-04-04,"UnkGend",0,"Cases","Gender",13,2020-04-04,0,0
"264",2020-04-04,"UnkRace",3.76740376740377,"Cases","Race",13,2020-04-04,0,0
"265",2020-04-04,"UnkAge",0,"Deaths","Age",13,2020-04-04,0,0
"266",2020-04-04,"UnkGend",0,"Deaths","Gender",13,2020-04-04,0,0
"267",2020-04-04,"UnkRace",0,"Deaths","Race",13,2020-04-04,0,0
"268",2020-04-04,"UnkAge",0,"Hospitalizations","Age",13,2020-04-04,0,0
"269",2020-04-04,"UnkGend",0,"Hospitalizations","Gender",13,2020-04-04,0,0
"270",2020-04-04,"UnkRace",0.530503978779841,"Hospitalizations","Race",13,2020-04-04,0,0
"271",2020-04-11,"Age0_17",1.20605069501226,"Cases","Age",14,2020-04-11,20.6173887575869,1
"272",2020-04-11,"Age0_17",0.273972602739726,"Deaths","Age",14,2020-04-11,20.6173887575869,1
"273",2020-04-11,"Age0_17",0.467562828755114,"Hospitalizations","Age",14,2020-04-11,20.6173887575869,1
"274",2020-04-11,"Age18_29",13.6140637775961,"Cases","Age",14,2020-04-11,19.5544178660477,2
